invoice_number,voucher_number,voucher_type,invoice_date,due_date,financial_year,payment_status,payment_mode,credit_period,debit_amount,credit_amount,outstanding_balance,gst_number,gst_type,state,tax_amount,discount_,currency,hospital_name,hospital_type,doctor_name,doctor_specialty,surgeon_id,hospital_gst,city,territory,sales_executive,distributor_name,branch,product_name,product_category,implant_type,batch_number,lot_number,udi_code,serial_number,sterilization_status,expiry_date,manufacturing_date,quantity,unit,rate,mrp,surgery_type,implant_material,brand,warehouse,dispatch_date,delivery_status,courier_partner,stock_availability,reorder_level,inventory_balance,return_status,narration,export_note,primary_key
INV/1044,VCH1044,Purchase,2026-01-17,2026-02-01,2025-26,Pending,Cheque,30,155400.0,155400.0,77700.0,27AAACT1234F1Z5,CGST+SGST,Maharashtra,7400.0,0%,Rs.,SPINE & JOINT INSTITUTE,Orthopedic Clinic,Dr. Anil Sharma,Orthopedic Surgeon,SURG-001,29LMNOP9012Q1Z3,Ahmedabad,Central 1,S. Joshi,Ortho Distributors Pvt Ltd,S-1,Spinal Rod,Spinal Implant,Rod,B2659-B,L95317,UDI-586758-B,SN750338,Sterile,46939,45949,8,PCS,18500,"₹22,200.00",Spine Stabilization,Titanium Alloy,SpinePro,Pune Main,17-01-2026,Delivered,Professional Couriers,In Stock,20,0,Pending,"Revised invoice after doctor change,
please verify branch mapping",Text numeric field,d960d229a352d1ca02693bd3cb078b1d
INV/1045,VCH1045,Sales,2025-09-13,2025-10-13,2025-26,Adjusted,RTGS,15,15540.0,15540.0,0.0,24BBBCD2345G1Z2,CGST+SGST,Gujarat,1665.0,7.5 %,Rs.,Apex Hospital,Multi-Specialty Hospital,Dr Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Mumbai,Central,Amit Verma,Trauma Supplies LLP,W1,External Fixator,Trauma Fixation,Fixator,B2717-B,L15530,UDI-539033-B,SN270162,Non-Sterile,03 Sep 2027,14-08-2025,12,BOX,"1,250.00",1375,Trauma Stabilization,Aluminium,OrthoFlex,Mumbai WH-2,14-09-2025,Partially Delivered,Professional Couriers,Reserved,20,30,Yes,"Exported from Tally	with master alias, ref=""INV/1045""
Export note retained as multiline remark",Name variation retained,e892311d42ea6d1e8f16731f098081f7
INV/1045,VCH1045,Sales Return,2025-09-13,2025-09-28,2025-26,Partially Paid,UPI,60,2730.0,2730.0,1365.0,27AAACT1234F1Z5,CGST+SGST,Maharashtra,292.5,2.5%,₹,SPINE AND JOINT INSTITUTE,Orthopedic Clinic,dr meera iyer,Joint Replacement Surgeon,SURG-002,29LMNOP9012Q1Z3,Ahmedabad,WEST 1,Rahul Mehta,Trauma Supplies LLP,CENTRAL 1,Cancellous Screw,Orthopedic Implant,Screw,B2941-A,L27143,UDI-554786-C,SN168553,Sterile,13 Sep 2026,2025/05/16,2,pcs,1250,1500.00,Fracture Fixation,Stainless Steel,OrthoFlex,Nagpur WH,2025/09/14,Delivered,Delhivery,Reserved,20,15,nan,Freight included; round-off applied,Text numeric field,06149dda85fb1c9fdbca46d3ba925143
INV/1045,VCH1045,Sales,2025-09-13,2025-10-13,2025-26,Adjusted,cash,60,78588.0,78588.0,0.0,29CCCDD3456H1Z3,GST,Gujarat,11988.0,10%,₹,SPINE & JOINT INSTITUTE,Orthopedic Clinic,Dr P Nair,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Ahmedabad,South,A. Verma,Trauma Supplies LLP,S-1,Knee Prosthesis,Joint Replacement,Prosthesis,B8282-C,L56081,UDI-240855-A,SN409380,Sterile,01 Mar 2028,2025/07/15,4,pcs,"₹18,500.00",21275,Arthroplasty,Cobalt Chrome,JointMax,Pune WH,14 Sep 2025,Partially Delivered,DTDC,Reserved,10,20,No,Dispatch against PO; follow-up due on next cycle,Alias master matched,c77b35adfbb28dc0a96644d4942c8785
INV/1046,VCH1046,Purchase,2025-03-04,2025-04-18,2024-25,Pending,Bank Transfer,45,24192.0,24192.0,18144.0,24BBBCD2345G1Z2,IGST,Karnataka,2592.0,0.10,INR,Ortho Care Center,Orthopedic Clinic,dr. r. kulkarni,Trauma Surgeon,SURG-003,24FGHIJ5678K1Z2,Pune,South,R. Mehta,Ortho Distributors Pvt Ltd,WEST 1,Cancellous Screw,Orthopedic Implant,Screw,B8679-C,L70476,UDI-640882-C,SN924154,STERILE,21 Aug 2027,04 Dec 2024,10,Pieces,"₹2,400.00",2880,Fracture Fixation,Stainless Steel,OSM,Pune WH,06-03-2025,Delivered,Delhivery,In Stock,10,8,No,"Invoice for orthopedic implants, includes ""plate, screw"" bundle
Export note retained as multiline remark",Mixed date style,0698f1b64fbd44eabc085b3772cd4839
INV/1046,VCH1046,Sales,2025-03-04,2025-05-03,2024-25,Partially Paid,Cash,45,56000.0,56000.0,0.0,29CCCDD3456H1Z3,CGST+SGST,Maharashtra,6000.0,0%,₹,apex hospital ltd.,Multi-Specialty Hospital,dr. nisha patel,Orthopedic Surgeon,SURG-005,29LMNOP9012Q1Z3,Mumbai,West-1,S. Joshi,ORTHO DISTRIBUTORS,WEST 1,Knee Prosthesis,Joint Replacement,Prosthesis,B2146-B,L17530,UDI-405246-C,SN649868,Sterile,26 Aug 2026,2025/02/02,2,Pieces,"25,000.00","27,500.00",Arthroplasty,Cobalt Chrome,JointMax,Mumbai WH,06-03-2025,Partially Delivered,TCS,Low Stock,25,8,No,"Approved by store; udi matched
Export note retained as multiline remark",Alias master matched,c27812b8d82e9ebc67be0b945317649c
INV/1046,VCH1046,Purchase,2025-03-04,2025-04-18,2024-25,Partially Paid,cash,15,21186.9,21186.9,10593.45,24BBBCD2345G1Z2,CGST+SGST,Gujarat,3231.9,5%,INR,spine & joint institute,Orthopedic Clinic,dr nisha patel,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Ahmedabad,South,Sneha Joshi,Ortho Distributors,Central-1,Locking Plate,Orthopedic Implant,Plate,B3587-B,L92324,UDI-832582-A,SN351338,STERILE,26 Aug 2026,04 Nov 2024,10 PCS,Box,1890,2079.00,Open Reduction,Titanium,TraumaFix,Pune WH,06-03-2025,Hold,Delhivery,In Stock,5,0,Pending,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Unicode NBSP present,9f6bbcddd42af397a0e85ff5c5415b2f
INV/1047,VCH1047,Receipt,2025-10-14,2025-10-29,2025-26,Adjusted,cash,15,82923.75,82923.75,62192.81,27AAACT1234F1Z5,CGST/SGST,Karnataka,3948.75,2.5,₹,spine & joint institute,Orthopedic Clinic,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,27ABCDE1234F1Z1,Ahmedabad,Central 1,Rahul Mehta,Ortho Distributors,West-1,Knee Prosthesis,Joint Replacement,Prosthesis,B1564-C,L79769,UDI-286583-A,SN849115,Non-Sterile,2026/10/14,16 Jul 2025,12,pcs,6750,"7,425.00",Arthroplasty,Cobalt Chrome,SpinePro,Pune Main,45945,Delivered,DTDC,In Stock,25,8,Yes,"Part payment received; balance pending
Export note retained as multiline remark",Mixed date style,c0d4021f2c428f265fe202ccc12d231b
INV/1047,VCH1047,Sales,2025-10-14,2025-12-13,2025-26,Adjusted,cash,30,11970.0,11970.0,11970.0,24BBBCD2345G1Z2,CGST/SGST,Karnataka,570.0,0.05,INR,Apex Hospital Ltd.,Multi-Specialty Hospital,Dr Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Mumbai,Central 1,S. Joshi,Ortho Distributors,W1,Cancellous Screw,Orthopedic Implant,Screw,B9185-A,L80278,UDI-329177-B,SN416181,Non-Sterile,01 Apr 2028,2025/09/14,1,Box,12000.00,"₹14,400.00",Fracture Fixation,Stainless Steel,OrthoFlex,Pune Main,45946,Partially Delivered,Professional Couriers,In Stock,25,20,No,"Invoice for orthopedic implants, includes ""plate, screw"" bundle, ref=""INV/1047""",Text numeric field,421beef66b1c072a156b0cecb0f0f15a
INV/1047,VCH1047,Sales Return,2025-10-14,2025-11-28,2025-26,Partially Paid,cash,30,5040.0,5040.0,3780.0,29CCCDD3456H1Z3,CGST/SGST,Karnataka,540.0,10 %,₹,TRAUMA ONE,Trauma Center,DR. MEERA IYER,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Nagpur,West-1,S. Joshi,Trauma Supplies,CENTRAL 1,Spinal Rod,Spinal Implant,Rod,B8247-C,L10792,UDI-646802-B,SN292461,STERILE,04-10-2027,45884,4,PCS,"1,250.00","₹1,500.00",Spine Stabilization,Titanium Alloy,SpinePro,Pune Main,14-10-2025,Delivered,Delhivery,Reserved,25,8,Pending,Credit note adjustment for return batch,Mixed date style,3a6d52b8031af5bac1a07172a281be8e
inv/1048,VCH1048,Purchase,2025-08-31,2025-09-30,2025-26,Paid,Bank Transfer,60,215617.5,215617.5,215617.5,29CCCDD3456H1Z3,GST,Gujarat,10267.5,7.5%,Rs.,Apex Hospital,Multi-Specialty Hospital,Dr P Nair,Spine Surgeon,SURG-004,24FGHIJ5678K1Z2,Thane,South-1,Amit Verma,Ortho Distributors,S-1,Locking Plate,Orthopedic Implant,Plate,B1068-A,L75627,UDI-305222-A,SN298837,Sterile,2028/02/17,02 Jun 2025,12 PCS,Pieces,"₹18,500.00","22,200.00",Open Reduction,Titanium,SpinePro,Ahmedabad WH,01 Sep 2025,Partially Delivered,Delhivery,Low Stock,10,5,Pending,Freight included; round-off applied,Alias master matched,747f41d4ee6dd6e663fcb4d30901ee1e
INV/1048,VCH1048,Payment,2025-08-31,2025-09-30,2025-26,Adjusted,Bank Transfer,45,15531.75,15531.75,15531.75,24BBBCD2345G1Z2,CGST/SGST,Gujarat,2369.25,0.03,₹,city medisurg,Multi-Specialty Hospital,Dr P Nair,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Surat,West-1,Sneha Joshi,ORTHO DISTRIBUTORS,South-1,Bone Drill Set,Surgical Instrument,Instrument,B6045-C,L63950,UDI-659102-C,SN501382,Sterile,31-08-2026,2025/08/01,2,PCS,6750.00,"₹8,100.00",Surgical Prep,Steel,OSM,Pune WH,31-08-2025,Partially Delivered,TCS,Reorder,25,8,nan,Dispatch against PO; follow-up due on next cycle,Alias master matched,6649a004392760d457dc766ade5f6821
INV/1048,VCH1048,Sales Return,2025-08-31,2025-10-30,2025-26,Pending,Cheque,15,32256.0,32256.0,16128.0,24BBBCD2345G1Z2,IGST,Gujarat,3456.0,0.00,INR,City Medisurg Pvt. Ltd.,Multi-Specialty Hospital,Dr Nisha Patel,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Surat,South,Rahul Mehta,Trauma Supplies LLP,Central-1,Locking Plate,Orthopedic Implant,Plate,B1685-A,L37665,UDI-797640-C,SN927543,STERILE,31 Aug 2026,02 Jun 2025,12 PCS,Box,"₹2,400.00","₹2,880.00",Open Reduction,Titanium,OSM,Mumbai WH,2025/08/31,Delivered,Delhivery,Reorder,10,0,No,Dispatch against PO; follow-up due on next cycle,Name variation retained,17b37f8866a56e49cd4cdca6ee3f13e7
INV/1048,VCH1048,Payment,2025-08-31,2025-10-30,2025-26,Pending,UPI,60,141600.0,141600.0,106200.0,24BBBCD2345G1Z2,CGST+SGST,Gujarat,21600.0,0,INR,City Medisurg Pvt. Ltd.,Multi-Specialty Hospital,Dr Rajesh Kulkarni,Trauma Surgeon,SURG-003,24FGHIJ5678K1Z2,Surat,Central,Amit Verma,Ortho Distributors Pvt Ltd,CENTRAL 1,Locking Plate,Orthopedic Implant,Plate,B9520-C,L76143,UDI-304553-C,SN250115,Sterile,17 Feb 2028,2025/05/03,10,PCS,"₹12,000.00",14400,Open Reduction,Titanium,OrthoFlex,Pune Main,45901,In Transit,Delhivery,Reorder,20,30,nan,Approved by store; udi matched,Trailing space preserved,201a588b1a941f5740d23dbf75d25e62
INV/1049,VCH1049,Sales,2024-11-16,2024-12-16,2024-25,Pending,Cash,60,186480.0,186480.0,186480.0,24BBBCD2345G1Z2,GST,Karnataka,19980.0,10%,INR,city medisurg pvt. ltd.,Multi-Specialty Hospital,Dr Rajesh Kulkarni,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Surat,South-1,R. Mehta,Ortho Distributors Pvt Ltd,WEST 1,Knee Prosthesis,Joint Replacement,Prosthesis,B1027-B,L18111,UDI-994781-B,SN498663,Sterile,2026/11/06,17 Oct 2024,10,Box,"18,500.00",20350.00,Arthroplasty,Cobalt Chrome,JointMax,Pune Main,18 Nov 2024,Hold,Delhivery,Reorder,25,0,No,Dispatch against PO; follow-up due on next cycle,Unicode NBSP present,46d65c73326b67c45cad3756a10cc6a6
INV/1049,VCH1049,Receipt,2024-11-16,2025-01-15,2024-25,Adjusted,UPI,45,9450.0,9450.0,7087.5,24BBBCD2345G1Z2,CGST+SGST,Karnataka,450.0,0,INR,Trauma One,Trauma Center,DR. MEERA IYER,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Nagpur,South,Rahul Mehta,Ortho Distributors,W1,Bone Drill Set,Surgical Instrument,Instrument,B9978-B,L22755,UDI-396080-C,SN304568,Non-Sterile,16-11-2025,17 Sep 2024,2,pcs,"4,500.00","5,400.00",Surgical Prep,Steel,TraumaFix,Ahmedabad WH,2024/11/18,Delivered,TCS,Reserved,25,3,Yes,Exported from Tally	with master alias	tabbed-remark,Trailing space preserved,5d1c319f076327d6e55866f486996305
INV/1050,VCH1050,Payment,2024-05-05,2024-05-20,2024-25,Adjusted,UPI,15,10478.4,10478.4,7858.8,24BBBCD2345G1Z2,CGST/SGST,Maharashtra,1598.4,7.5,INR,ORTHO CARE CENTRE,Orthopedic Clinic,Dr. P. Nair,Spine Surgeon,SURG-004,29LMNOP9012Q1Z3,Pune,West,Rahul Mehta,Trauma Supplies LLP,West-1,Knee Prosthesis,Joint Replacement,Prosthesis,B8856-B,L22393,UDI-715357-C,SN700446,Sterile,2026/04/25,06 Jan 2024,4,Box,"2,400.00","₹2,760.00",Arthroplasty,Cobalt Chrome,OrthoFlex,Mumbai WH,08 May 2024,Hold,TCS,Low Stock,5,0,No,Approved by store; udi matched,Name variation retained,098ea6adb467ba8863cb5dd32599d738
INV/1050,VCH1050,Payment,2024-05-05,2024-06-04,2024-25,Adjusted,cash,60,10478.4,10478.4,10478.4,24BBBCD2345G1Z2,CGST+SGST,Karnataka,1598.4,0.07,₹,Apex Hospital Ltd.,Multi-Specialty Hospital,dr. nisha patel,Orthopedic Surgeon,SURG-005,27ABCDE1234F1Z1,Mumbai,WEST 1,Rahul Mehta,Ortho Distributors,S-1,Spinal Rod,Spinal Implant,Rod,B1732-A,L14814,UDI-821347-A,SN794804,STERILE,25-04-2026,05-04-2024,4 PCS,pcs,2400.00,"2,760.00",Spine Stabilization,Titanium Alloy,OrthoFlex,Nagpur WH,07-05-2024,Hold,Professional Couriers,Reserved,10,5,No,"Revised invoice after doctor change,
please verify branch mapping",Mixed date style,33e5e5451063e637d2caf57ee92be2be
INV/1051,VCH1051,Sales Return,2025-06-19,2025-08-18,2025-26,Paid,NEFT,30,7965.0,7965.0,3982.5,27AAACT1234F1Z5,GST,Maharashtra,1215.0,0.00,INR,Apex Hospital,Multi-Specialty Hospital,DR NISHA PATEL,Orthopedic Surgeon,SURG-005,27ABCDE1234F1Z1,Mumbai,Central 1,S. Joshi,Ortho Distributors Pvt Ltd,CENTRAL 1,Cancellous Screw,Orthopedic Implant,Screw,B3023-A,L79006,UDI-333020-B,SN210103,STERILE,2026/06/19,2025/03/21,1,Pieces,6750.00,"₹7,762.50",Fracture Fixation,Stainless Steel,JointMax,Pune WH,45827,Delivered,DTDC,In Stock,10,8,Pending,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Name variation retained,9b904d0a29d240d3b1e9b022a872395d
INV/1051,VCH1051,Purchase,2025-06-19,2025-07-19,2025-26,Paid,NEFT,30,29470.5,29470.5,14735.25,27AAACT1234F1Z5,CGST/SGST,Karnataka,4495.5,7.5%,INR,TRAUMA ONE,Trauma Center,DR P NAIR,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Nagpur,West,Sneha Joshi,Trauma Supplies,West-1,External Fixator,Trauma Fixation,Fixator,B5683-C,L74598,UDI-160200-A,SN879521,Sterile,46547,20 May 2025,4,PCS,6750,"₹8,100.00",Trauma Stabilization,Aluminium,SpinePro,Pune Main,21 Jun 2025,Delivered,Blue Dart,Low Stock,20,8,nan,Part payment received; balance pending,Name variation retained,54e9da16da695a2a45be44df3ec545b5
INV/1051,VCH1051,Sales Return,2025-06-19,2025-07-04,2025-26,Pending,Cheque,45,20202.0,20202.0,0.0,27AAACT1234F1Z5,CGST+SGST,Maharashtra,2164.5,2.5%,INR,Ortho Care Center,Orthopedic Clinic,dr. r. kulkarni,Trauma Surgeon,SURG-003,24FGHIJ5678K1Z2,Pune,WEST 1,Rahul Mehta,Ortho Distributors Pvt Ltd,W1,Cancellous Screw,Orthopedic Implant,Screw,B8058-B,L35892,UDI-471754-A,SN206260,Non-Sterile,19 Jun 2026,45707,1 PCS,PCS,"18,500.00","₹21,275.00",Fracture Fixation,Stainless Steel,JointMax,Mumbai WH,22 Jun 2025,Partially Delivered,Delhivery,Low Stock,10,8,Pending,"Credit note adjustment for return batch, ref=""INV/1051""",Text numeric field,4d6ff1bc239734340d8592d65152cf30
INV/1051,VCH1051,Sales,2025-06-19,2025-07-19,2025-26,Pending,Cash,60,126000.0,126000.0,126000.0,24BBBCD2345G1Z2,CGST/SGST,Maharashtra,13500.0,10%,₹,City Medisurg Pvt. Ltd.,Multi-Specialty Hospital,DR. R. KULKARNI,Trauma Surgeon,SURG-003,29LMNOP9012Q1Z3,Surat,West-1,Rahul Mehta,Ortho Distributors,W1,Locking Plate,Orthopedic Implant,Plate,B1131-B,L72939,UDI-550536-C,SN873253,Sterile,06-12-2027,19 Feb 2025,5,Pieces,"25,000.00","₹30,000.00",Open Reduction,Titanium,TraumaFix,Mumbai WH-2,45829,Delivered,Delhivery,In Stock,5,8,Yes,Part payment received; balance pending,Name variation retained,64415e72639bb10787447703385edc39
INV/1052,VCH1052,Sales Return,2025-05-23,2025-07-22,2025-26,Paid,UPI,45,71872.5,71872.5,71872.5,27AAACT1234F1Z5,GST,Karnataka,3422.5,7.5 %,INR,CITY MEDISURG PVT. LTD.,Multi-Specialty Hospital,DR MEERA IYER,Joint Replacement Surgeon,SURG-002,27ABCDE1234F1Z1,Surat,South,Rahul Mehta,Trauma Supplies LLP,WEST 1,Cancellous Screw,Orthopedic Implant,Screw,B6269-A,L47397,UDI-154662-C,SN880931,Sterile,2026/05/23,22-02-2025,4 PCS,BOX,18500.00,21275.00,Fracture Fixation,Stainless Steel,TraumaFix,Nagpur WH,23 May 2025,Delivered,Delhivery,In Stock,5,15,No,"Dispatch against PO; follow-up due on next cycle, ref=""INV/1052""",Name variation retained,a4d373242ace7b307dd3db51eeab2286
INV/1052,VCH1052,Purchase,2025-05-23,2025-06-22,2025-26,Paid,NEFT,30,287625.0,287625.0,0.0,24BBBCD2345G1Z2,GST,Maharashtra,43875.0,2.5%,₹,City Medisurg,Multi-Specialty Hospital,DR RAJESH KULKARNI,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Surat,South,Sneha Joshi,Trauma Supplies LLP,Central-1,Spinal Rod,Spinal Implant,Rod,B1358-A,L88532,UDI-539357-C,SN628345,Sterile,46340,45740,10,Pieces,"₹25,000.00",28750.00,Spine Stabilization,Titanium Alloy,BoneLock,Pune Main,2025/05/23,In Transit,Delhivery,In Stock,10,5,Pending,"Revised invoice after doctor change,
please verify branch mapping",Trailing space preserved,4fcf880c8f947db47c10c28155aa7c73
INV/1052,VCH1052,Payment,2025-05-23,2025-06-22,2025-26,Paid,UPI,60,15930.0,15930.0,7965.0,27AAACT1234F1Z5,CGST/SGST,Karnataka,2430.0,0%,₹,Apex Hospital,Multi-Specialty Hospital,dr. meera iyer,Joint Replacement Surgeon,SURG-002,27ABCDE1234F1Z1,Mumbai,South-1,Rahul Mehta,ORTHO DISTRIBUTORS,W1,Spinal Rod,Spinal Implant,Rod,B1170-B,L38741,UDI-440404-A,SN756361,Non-Sterile,13 May 2027,45770,2,Pieces,"6,750.00","₹7,425.00",Spine Stabilization,Titanium Alloy,OrthoFlex,Pune Main,45800,In Transit,Blue Dart,Reserved,25,20,Yes,Credit note adjustment for return batch,Mixed date style,52c5246becdb26c971873503a1f05df2
INV/1053,VCH1053,Purchase,2025-12-14,2025-12-29,2025-26,Adjusted,Cash,15,24558.75,24558.75,0.0,24BBBCD2345G1Z2,CGST/SGST,Karnataka,3746.25,7.5,INR,Apex Hospital Ltd.,Multi-Specialty Hospital,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Mumbai,West,Rahul Mehta,ORTHO DISTRIBUTORS,CENTRAL 1,Locking Plate,Orthopedic Implant,Plate,B1221-A,L23938,UDI-380658-A,SN757860,Sterile,14-12-2026,14-11-2025,5,Box,"₹4,500.00",4950.00,Open Reduction,Titanium,BoneLock,Pune Main,46006,Delivered,Delhivery,Low Stock,25,3,No,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Mixed date style,1ae33f46ddaa6dfca4bc296e98ae8e46
INV/1053,VCH1053,Receipt,2025-12-14,2025-12-29,2025-26,Partially Paid,cash,15,56640.0,56640.0,56640.0,29CCCDD3456H1Z3,CGST+SGST,Gujarat,8640.0,0%,₹,Apex Hospital Ltd.,Multi-Specialty Hospital,DR MEERA IYER,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Mumbai,WEST 1,Sneha Joshi,Trauma Supplies,S-1,Locking Plate,Orthopedic Implant,Plate,B2702-B,L75437,UDI-755106-B,SN465308,STERILE,14-12-2026,14-11-2025,4,Pieces,"12,000.00",14400.00,Open Reduction,Titanium,TraumaFix,Pune WH,46007,In Transit,Delhivery,Low Stock,25,15,Yes,Approved by store; udi matched,Mixed date style,e48f048db3bc4012ae865331b214d902
INV/1053,VCH1053,Sales Return,2025-12-14,2026-02-12,2025-26,Pending,cash,30,21853.12,21853.12,10926.56,27AAACT1234F1Z5,CGST/SGST,Maharashtra,1040.62,0.07,Rs.,Spine & Joint Institute,Orthopedic Clinic,DR. NISHA PATEL,Orthopedic Surgeon,SURG-005,27ABCDE1234F1Z1,Ahmedabad,South-1,S. Joshi,Trauma Supplies,South-1,External Fixator,Trauma Fixation,Fixator,B8543-A,L82286,UDI-989980-A,SN409012,STERILE,07-06-2027,45975,5,BOX,"4,500.00",5400,Trauma Stabilization,Aluminium,OrthoFlex,Pune WH,15-12-2025,Delivered,Delhivery,Reorder,25,20,Yes,Part payment received; balance pending,Trailing space preserved,0acb403b33349d113b4daa698afa3935
INV/1054,VCH1054,Purchase,2025-03-12,2025-04-11,2024-25,Adjusted,Cheque,30,2832.0,2832.0,0.0,27AAACT1234F1Z5,GST,Gujarat,432.0,0.00,₹,City Medisurg Pvt. Ltd.,Multi-Specialty Hospital,Dr. Anil Sharma,Orthopedic Surgeon,SURG-001,24FGHIJ5678K1Z2,Surat,South-1,Rahul Mehta,Ortho Distributors Pvt Ltd,W1,Spinal Rod,Spinal Implant,Rod,B3050-C,L37769,UDI-196402-C,SN495900,Sterile,29-08-2027,10 Feb 2025,1,BOX,2400,2640.00,Spine Stabilization,Titanium Alloy,JointMax,Pune Main,13-03-2025,In Transit,Blue Dart,Low Stock,10,5,Yes,"Part payment received; balance pending
Export note retained as multiline remark",Mixed date style,9618a59a098cc1393d0138e22635449e
INV/1054,VCH1054,Sales Return,2025-03-12,2025-03-27,2024-25,Adjusted,Cheque,60,26250.0,26250.0,19687.5,27AAACT1234F1Z5,IGST,Maharashtra,1250.0,0 %,INR,APEX HOSPITAL LTD.,Multi-Specialty Hospital,Dr Nisha Patel,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Mumbai,Central 1,Amit Verma,Trauma Supplies,South-1,External Fixator,Trauma Fixation,Fixator,B2654-C,L29685,UDI-527070-C,SN628040,Sterile,2027/03/02,45698,1,PCS,"25,000.00","30,000.00",Trauma Stabilization,Aluminium,JointMax,Pune Main,14 Mar 2025,Delivered,DTDC,In Stock,5,3,Yes,Credit note adjustment for return batch	tabbed-remark,Name variation retained,f7423efaf1067d3efbec4f3aefe115a7
INV/1054,VCH1054,Receipt,2025-03-12,2025-04-26,2024-25,Paid,UPI,15,9790.2,9790.2,0.0,27AAACT1234F1Z5,CGST/SGST,Maharashtra,1048.95,7.5%,INR,ORTHO CARE CENTER,Orthopedic Clinic,Dr. Nisha Patel,Orthopedic Surgeon,SURG-005,29LMNOP9012Q1Z3,Pune,West-1,A. Verma,Ortho Distributors,Central-1,Locking Plate,Orthopedic Implant,Plate,B8999-A,L57641,UDI-781880-A,SN229988,Sterile,2027/03/02,10 Feb 2025,5 PCS,Pieces,1890.00,2268,Open Reduction,Titanium,SpinePro,Ahmedabad WH,13-03-2025,In Transit,DTDC,Reorder,5,3,Pending,Credit note adjustment for return batch,Text numeric field,bd363388989bff6e48e1a1a2a3ad9b98
INV/1054,VCH1054,Sales,2025-03-12,2025-04-26,2024-25,Paid,Bank Transfer,60,36907.5,36907.5,27680.62,27AAACT1234F1Z5,CGST/SGST,Gujarat,1757.5,5 %,₹,apex hospital ltd.,Multi-Specialty Hospital,Dr. P. Nair,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Mumbai,West-1,Sneha Joshi,Ortho Distributors Pvt Ltd,South-1,Knee Prosthesis,Joint Replacement,Prosthesis,B7230-A,L57381,UDI-132844-C,SN911813,STERILE,46628,11-01-2025,2 PCS,BOX,18500.00,21275,Arthroplasty,Cobalt Chrome,SpinePro,Pune WH,45731,Delivered,Delhivery,Reorder,20,20,nan,"Revised invoice after doctor change,
please verify branch mapping",Text numeric field,deaeddbbf655437f40f71f036b5cfd83
INV/1055,VCH1055,Purchase,2025-11-06,2025-12-21,2025-26,Partially Paid,Bank Transfer,45,4014.36,4014.36,3010.77,29CCCDD3456H1Z3,GST,Maharashtra,612.36,10 %,Rs.,Apex Hospital,Multi-Specialty Hospital,dr. nisha patel,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Mumbai,Central 1,A. Verma,Trauma Supplies LLP,Central-1,External Fixator,Trauma Fixation,Fixator,B8361-C,L85809,UDI-972950-A,SN765104,Non-Sterile,30-04-2027,07 Oct 2025,2,PCS,"₹1,890.00",2173.5,Trauma Stabilization,Aluminium,OSM,Ahmedabad WH,08-11-2025,Hold,DTDC,In Stock,10,15,Pending,Freight included; round-off applied,Name variation retained,87e91aec284ac0791b9cd2fd0a05c987
INV/1055,VCH1055,Payment,2025-11-06,2025-11-21,2025-26,Pending,Cheque,45,248862.0,248862.0,248862.0,27AAACT1234F1Z5,CGST+SGST,Maharashtra,37962.0,5 %,Rs.,Trauma One Pvt Ltd,Trauma Center,dr. p. nair,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Nagpur,South,Rahul Mehta,Ortho Distributors,Central-1,Spinal Rod,Spinal Implant,Rod,B5749-B,L37770,UDI-709467-A,SN800144,Non-Sterile,06 Nov 2026,07-10-2025,12,pcs,18500.00,22200.00,Spine Stabilization,Titanium Alloy,SpinePro,Mumbai WH-2,45967,Delivered,Professional Couriers,In Stock,25,3,nan,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Unicode NBSP present,c9287ad9e42708a89a4d4ebc9a054007
